id_cliente,cliente,genero,idade,contato,fonte,produto_interesse,forma_pagamento,entrada_pct,fez_test_drive,data_interesse,etapa,motivo_insucesso,temperatura,data_ultimo_contato
CLI000509,Henrique Oliveira,Masculino,15,(11) 93114-7857,Indicação,Nivus,Financiamento,30,Não,19/07/2024,Agendamento,,Morno,31/07/2024
CLI000510,Larissa Lima Ribeiro,Feminino,54,(11) 99054-9723,Site,T-Cross,À Vista,,Não,06/07/2024,Primeiro Contato,,Frio,08/07/2024
CLI000511,Patrícia Moreira Rezende,Feminino,57,(41) 96383-1815,Site,T-Cross,À Vista,,Não,15/07/2024,Insucesso,Financeiro,Morno,06/08/2024
CLI000512,Patrícia Teixeira,Feminino,69,(48) 92601-4717,Instagram,Polo,Financiamento,30,Sim,01/07/2024,Negociação,,Morno,19/07/2024
CLI000513,Renan Moreira Santana,Masculino,57,(11) 96648-6378,WhatsApp,Nivus,Financiamento,15,Não,07/07/2024,Primeiro Contato,,Morno,12/07/2024
CLI000514,Rodrigo Pereira Santos,Masculino,44,(51) 96396-3967,Instagram,Virtus,Financiamento,30,Não,23/07/2024,Agendamento,,Quente,06/08/2024
CLI000515,Paulo Araújo,Masculino,38,(13) 93868-8740,Site,T-Cross,Financiamento,25,Sim,13/07/2024,Agendamento,,Morno,20/07/2024
CLI000516,Natália Freitas,Feminino,26,(48) 91638-3595,Facebook Ads,Polo,Financiamento,25,Sim,02/07/2024,Insucesso,Crédito Negado,Frio,18/07/2024
CLI000517,Vanessa Dias,Feminino,25,(16) 96005-3396,Site,Polo,Financiamento,20,Não,16/07/2024,Primeiro Contato,,Frio,23/07/2024
CLI000518,Eduardo Castro,Masculino,46,(48) 98562-2312,Facebook Ads,Nivus,Financiamento,40,Não,30/07/2024,Interesse Futuro,,Morno,03/09/2024
CLI000519,Tatiane Santana,Feminino,65,(15) 96991-9777,OLX,Tiguan Allspace,À Vista,,Sim,03/07/2024,Interesse Futuro,,Morno,21/10/2024
CLI000520,Mateus Rodrigues,Masculino,56,(19) 98727-4976,Site,T-Cross,Financiamento,20,Sim,26/07/2024,Negociação,,Morno,17/08/2024
CLI000521,Caio Freitas,Masculino,40,(51) 97191-6982,Site,Nivus,Financiamento,50,Não,11/07/2024,Agendamento,,Quente,14/07/2024
CLI000522,Camila Moreira,Feminino,103,(12) 93495-7944,WhatsApp,Polo,Financiamento,25,Sim,24/07/2024,Sucesso,,Quente,18/08/2024
CLI000523,Eduardo Soares,Masculino,37,(27) 98674-2240,Site,Nivus,Financiamento,20,Sim,22/07/2024,Sucesso,,Quente,26/08/2024
CLI000524,Marcos Lopes Andrade,Masculino,40,(17) 94629-7773,Indicação,Polo,Financiamento,20,Sim,20/07/2024,Sucesso,,Quente,01/08/2024
CLI000525,Eduardo Castro,Masculino,47,(12) 91226-0949,Facebook Ads,Saveiro,Financiamento,20,Não,26/07/2024,Insucesso,Financeiro,Morno,07/08/2024
CLI000526,Letícia Ramos,Feminino,44,(31) 96128-2238,Instagram,T-Cross,Financiamento,40,Não,11/07/2024,Primeiro Contato,,Frio,13/07/2024
CLI000527,Tatiane Rodrigues,Feminino,43,(21) 98674-7789,Site,Nivus,Financiamento,50,Sim,14/07/2024,Primeiro Contato,,Quente,2024-07-20
CLI000528,Isabela Ribeiro,Feminino,32,(85) 95160-9573,OLX,Nivus,À Vista,,Sim,30/07/2024,Primeiro Contato,,Quente,04/08/2024
CLI000529,Caio Ferreira Cardoso,Masculino,28,(16) 92056-0102,Loja Física,Polo,Financiamento,25,Não,06/07/2024,Interesse Futuro,,Quente,19/09/2024
CLI001275,Luana Araújo,Feminino,34,(71) 94342-1688,Instagram,Polo,Financiamento,40,Sim,16/03/2025,Negociação,,Quente,10/04/2025
CLI000530,Valentina Almeida Silva,Feminino,34,(85) 96431-4364,OLX,Polo,À Vista,,Sim,30/07/2024,Negociação,,Quente,19/08/2024
CLI000531,André Lopes,Masculino,34,(85) 93349-4329,Indicação,T-Cross,Financiamento,40,Não,15/07/2024,Insucesso,Contato Sem Sucesso,Morno,29/08/2024
CLI000532,Samuel Almeida Cardoso,Masculino,50,(31) 95393-5970,WhatsApp,Nivus,Financiamento,35,Sim,20/07/2024,Insucesso,Financeiro,Frio,05/08/2024
CLI000533,Samuel Castro,Masculino,38,(19) 98856-8818,Instagram,Virtus,À Vista,,Não,21/07/2024,Insucesso,Comprou no Particular,Morno,07/23/2024
CLI000534,Natália Silva Moraes,Feminino,33,(21) 99398-7810,Instagram,Saveiro,Financiamento,40,Não,09/07/2024,Primeiro Contato,,Morno,09/07/2024
CLI000535,Helena Lima,Feminino,33,(24) 92357-8073,WhatsApp,T-Cross,Financiamento,25,Não,24/07/2024,Primeiro Contato,,Morno,26/07/2024
CLI000536,Vitória Rodrigues,Feminino,40,(41) 94587-2742,Site,Taos,Financiamento,30,Não,27/07/2024,Primeiro Contato,,Frio,27/07/2024
CLI000537,Daniela Rodrigues Moraes,Feminino,50,(11) 93754-6492,WhatsApp,T-Cross,Financiamento,20,Sim,16/07/2024,Negociação,,Quente,12/07/2024
CLI000538,Clara Moraes Rodrigues,Feminino,59,(21) 99516-5761,Facebook Ads,Saveiro,Financiamento,35,Não,06/07/2024,Primeiro Contato,Financeiro,Frio,08/07/2024
CLI000539,Vitor Moraes,Masculino,31,(24) 95546-9335,Instagram,Virtus,Financiamento,25,Sim,2024-07-06,Agendamento,,Frio,2024-07-11
CLI000540,Rafael Ferreira,Masculino,39,(32) 95944-6475,Google Ads,Polo,Financiamento,35,Sim,02/07/2024,Negociação,,Quente,05/07/2024
CLI000541,Caio Castro Mendes,Masculino,64,(31) 94848-9130,Site,Virtus,Financiamento,25,Sim,06/07/2024,Sucesso,,Quente,10/08/2024
CLI000542,Natália Alves,Feminino,67,(48) 92051-1798,Instagram,Nivus,Financiamento,,Sim,15/07/2024,Primeiro Contato,,Frio,22/07/2024
CLI000543,Bruna Castro,Feminino,31,(48) 91797-8740,Instagram,T-Cross,À Vista,,Sim,28/07/2024,Sucesso,Comprou no Particular,Quente,29/08/2024
CLI000544,Fernanda Pereira,Feminino,46,(51) 98657-7923,Loja Física,Taos,À Vista,,Não,17/07/2024,Primeiro Contato,,Frio,18/07/2024
CLI000545,Bianca Moreira,Feminino,41,(81) 95930-8656,WhatsApp,Saveiro,Financiamento,15,Não,05/07/2024,Primeiro Contato,,Morno,06/07/2024
CLI000546,Camila Moraes Costa,Feminino,41,(62) 95360-0179,Loja Física,Polo,Financiamento,50,Não,30/07/2024,Primeiro Contato,,Frio,03/08/2024
CLI000547,Eduardo Barbosa,Masculino,42,(24) 92219-4511,Google Ads,Nivus,Financiamento,,Não,27/07/2024,Agendamento,,Frio,29/07/2024
CLI000548,Felipe Araújo,Masculino,41,(48) 96359-9837,Instagram,Polo,Financiamento,25,Sim,01/07/2024,Agendamento,,Quente,03/07/2024
CLI000549,Carlos Nascimento,Masculino,40,(11) 94869-9022,Loja Física,Polo,À Vista,,Não,14/07/2024,Primeiro Contato,,Frio,14/07/2024
CLI000550,Mateus Gomes,Masculino,39,(48) 98049-9506,site,Taos,À Vista,,Sim,21/07/2024,Sucesso,,Quente,16/08/2024
CLI000551,Renata Oliveira,Feminino,64,(71) 98775-3632,Indicação,Nivus,À Vista,,Não,21/07/2024,Interesse Futuro,,Morno,21/10/2024
CLI000552,Laura Andrade,Feminino,37,(11) 91333-0280,Instagram,Polo,À Vista,,Não,18/07/2024,Insucesso,Produto Indisponível,Frio,08/08/2024
CLI000553,Luana Dias,Feminino,32,(12) 91794-9824,Site,T-Cross,À Vista,,Não,01/07/2024,Interesse Futuro,Contato Sem Sucesso,Quente,26/07/2024
CLI000554,Vinícius Araújo,Masculino,22,(61) 91488-1728,Facebook Ads,T-Cross,Financiamento,10,Sim,24/07/2024,Sucesso,,Quente,05/09/2024
CLI000555,Valentina Monteiro Santana,Feminino,37,(48) 97623-1468,Facebook Ads,Polo,Financiamento,15,Sim,09/07/2024,Negociação,,Morno,24/07/2024
CLI000556,Vitor Barbosa,Masculino,45,(24) 97099-2971,Loja Física,Polo,À Vista,,Não,17/07/2024,Interesse Futuro,,Frio,31/08/2024
CLI000557,Natália Melo,Feminino,50,(21) 9999,Site,Saveiro,Financiamento,25,Não,20/07/2024,Agendamento,,Quente,30/07/2024
CLI000558,Tatiane Oliveira,Feminino,53,(85) 91160-3127,Site,Polo,À Vista,,Sim,20/07/2024,Sucesso,,Quente,17/08/2024
CLI000559,Clara Gonçalves,Feminino,45,(51) 91307-0548,Google Ads,Taos,Financiamento,,Sim,14/07/2024,Agendamento,,Morno,17/07/2024
CLI000560,Carlos Martins Teixeira,Masculino,34,(31) 96097-1222,OLX,Nivus,À Vista,,Sim,09/07/2024,Primeiro Contato,,Quente,09/07/2024
CLI000561,Gabriel Almeida Rezende,Masculino,68,(13) 91375-8007,OLX,T-Cross,Financiamento,15,Sim,10/07/2024,Insucesso,Crédito Negado,Frio,16/08/2024
CLI000562,Rodrigo Santana,Masculino,54,(51) 96564-5590,WhatsApp,T-Cross,Financiamento,40,Não,12/07/2024,Insucesso,Financeiro,Frio,30/08/2024
CLI000563,Marcelo Lopes Soares,Masculino,39,(21) 94328-6891,Google Ads,T-Cross,Financiamento,10,Não,27/07/2024,Insucesso,Financeiro,Frio,29/07/2024
CLI000564,Rafaela Melo,Feminino,21,(11) 97633-3986,Loja Física,Polo,À Vista,,Sim,01/07/2024,Agendamento,,Morno,07/07/2024
CLI000565,Eduardo Duarte Rocha,Masculino,29,(16) 97090-7098,Loja Física,Polo,Financiamento,35,Não,14/07/2024,Primeiro Contato,,Frio,18/07/2024
CLI000566,Daniela Teixeira,Feminino,45,1198877-66,WhatsApp,Polo,À Vista,,Sim,15/07/2024,Negociação,,Quente,06/08/2024
CLI000567,Henrique Moraes Oliveira,Masculino,63,(71) 96284-1914,OLX,Polo,Financiamento,25,Não,27/07/2024,Primeiro Contato,,Frio,28/07/2024
CLI000568,Júlia Martins Monteiro,Feminino,36,(27) 95022-3366,OLX,Saveiro,À Vista,,Não,24/07/2024,Agendamento,,Quente,08/07/2024
CLI000569,Samuel Santos,Masculino,48,(27) 99809-3242,Facebook Ads,Saveiro,À Vista,,Sim,10/07/2024,Negociação,,Quente,09/08/2024
CLI000570,Valentina Gonçalves,Feminino,69,(27) 91674-6578,Loja Física,Saveiro,Financiamento,35,Não,28/07/2024,Insucesso,Contato Sem Sucesso,Frio,05/08/2024
CLI000571,André Rocha,Masculino,35,(47) 98181-7819,Site,Polo,Financiamento,25,Sim,13/07/2024,AGENDAMENTO ,,Morno,18/07/2024
CLI000572,Rafaela Araújo,Feminino,52,(31) 97524-1130,Site,T-Cross,À Vista,,Não,22/07/2024,agendamento,,Quente,26/07/2024
CLI000573,Carolina Castro,Feminino,63,(27) 94131-0142,Loja Física,Saveiro,Financiamento,30,Não,09/07/2024,Insucesso,Crédito Negado,Frio,28/08/2024
CLI000574,Guilherme Ramos,Masculino,56,(48) 93014-6012,Site,Polo,Financiamento,30,Sim,17/07/2024,Negociação,,Quente,25/07/2024
CLI000575,André Duarte,Masculino,35,(27) 92832-5901,Site,T-Cross,Financiamento,20,Sim,31/07/2024,Sucesso,,Quente,14/08/2024
CLI000576,Marcos Martins Freitas,Masculino,39,(15) 95688-5190,Google Ads,T-Cross,Financiamento,20,Não,27/07/2024,Agendamento,,Morno,11/08/2024
CLI000577,Marina Martins Silva,Feminino,37,(61) 91619-2099,Instagram,Saveiro,Financiamento,30,Sim,25/07/2024,Negociação,,Quente,16/08/2024
CLI000578,Daniel Silva Teixeira,Masculino,29,(47) 93811-5115,WhatsApp,T-Cross,À Vista,,Sim,16/07/2024,Agendamento,,Morno,26/07/2024
CLI000579,Rafaela Dias,Feminino,,(51) 96164-8159,Google Ads,Virtus,Financiamento,30,Sim,30/07/2024,Negociação,,Quente,26/08/2024
CLI000580,Felipe Santana,Masculino,43,(17) 95937-1436,Google Ads,T-Cross,Financiamento,20,Não,07/07/2024,Interesse Futuro,,Morno,19/10/2024
CLI000581,André Melo Gonçalves,Masculino,49,(32) 92156-6754,Instagram,Polo,Financiamento,20,Sim,11/07/2024,Sucesso,,Quente,05/07/2024
CLI000582,Sofia Dias,Feminino,38,(51) 98191-2342,Instagram,Nivus,Financiamento,20,Sim,25/07/2024,Interesse Futuro,,Morno,22/10/2024
CLI000583,Rodrigo Nunes Almeida,Masculino,31,(17) 99070-9758,Facebook Ads,T-Cross,Financiamento,25,Não,28/07/2024,Agendamento,,Quente,09/08/2024
CLI000584,Sofia Nunes Soares,Feminino,38,(41) 97497-1409,WhatsApp,Amarok,Financiamento,25,Sim,15/07/2024,Sucesso,,Quente,08/08/2024
CLI000585,André Martins Castro,Masculino,46,(85) 97017-9562,Google Ads,Virtus,Financiamento,15,Não,03/07/2024,Primeiro Contato,,Frio,07/07/2024
CLI000586,Valentina Freitas,Feminino,52,(47) 91789-4040,WhatsApp,Nivus,À Vista,,Não,05/07/2024,Agendamento,,Morno,15/07/2024
CLI000587,Ricardo Dias,Masculino,26,(71) 99090-0379,Google Ads,Polo,Financiamento,25,Sim,04/07/2024,Primeiro Contato,,Morno,10/07/2024
CLI000588,Daniela Moreira,Feminino,51,(16) 94893-6651,WhatsApp,T-Cross,Financiamento,25,Não,22/07/2024,Primeiro Contato,,Frio,23/07/2024
CLI000589,Mateus Lima Nascimento,Masculino,96,(62) 97833-0218,Instagram,Saveiro,Financiamento,35,Não,14/07/2024,Primeiro Contato,,Quente,16/07/2024
CLI000590,Patrícia Freitas Nunes,Feminino,23,(16) 99103-6097,Google Ads,T-Cross,Financiamento,20,Sim,24/07/2024,Agendamento,,Morno,08/08/2024
CLI000591,Marcos Rocha,Masculino,60,(17) 92462-2982,Instagram,T-Cross,À Vista,,Não,07/07/2024,Primeiro Contato,,Morno,10/07/2024
CLI000592,Renan Freitas,Masculino,35,(11) 97001-7656,Indicação,Nivus,Financiamento,20,Sim,24/07/2024,Interesse Futuro,,Frio,03/11/2024
CLI000593,Eduardo Gonçalves Almeida,Masculino,33,(13) 99827-2824,Loja Física,Nivus,Financiamento,10,Sim,03/07/2024,Primeiro Contato,,Quente,07/07/2024
CLI000594,Camila Moreira Teixeira,Feminino,46,(19) 98758-8482,WhatsApp,Taos,Financiamento,15,Não,17/07/2024,Interesse Futuro,,Morno,27/10/2024
CLI000595,VITÓRIA ALMEIDA,Feminino,31,(81) 94209-3303,Facebook Ads,Virtus,À Vista,,Não,10/07/2024,Insucesso,Comprou no Particular,Morno,23/08/2024
CLI000596,Bruno Santana Martins,Masculino,35,(71) 91124-7733,Loja Física,Polo,Financiamento,20,Sim,24/08/2024,Negociação,,Quente,17/09/2024
CLI000597,Gustavo Pereira Barbosa,Masculino,34,(15) 91626-2140,WhatsApp,Nivus,Financiamento,50,Sim,10/08/2024,Negociação,,Quente,24/08/2024
CLI000598,Lucas Ramos Cardoso,Masculino,47,(15) 96778-4120,WhatsApp,Nivus,Financiamento,15,Sim,20/08/2024,Insucesso,Crédito Negado,Frio,25/08/2024
CLI000599,Júlia Castro,Feminino,60,(31) 95949-6242,Site,Virtus,Financiamento,20,Não,12/08/2024,Interesse Futuro,,Frio,06/12/2024
CLI000600,Mariana Moreira Mendes,Feminino,59,(32) 98780-7675,Instagram,Nivus,Financiamento,15,Sim,26/08/2024,Primeiro Contato,,Morno,26/08/2024
CLI000601,Rafaela Carvalho Araújo,M,54,(47) 93287-9345,WhatsApp,T-Cross,Financiamento,25,Não,25/08/2024,Agendamento,,Frio,09/09/2024
CLI000602,Renan Lima,Masculino,34,(17) 91325-7800,Google Ads,Polo,À Vista,,Não,19/08/2024,Insucesso,Comprou em Outra Concessionária,Frio,16/10/2024
CLI000603,Tatiane Melo,Feminino,36,(16) 96772-8293,Indicação,Nivus,Financiamento,35,Não,12/08/2024,Agendamento,,Quente,16/08/2024
CLI000604,Marina Almeida,Feminino,38,(51) 93114-3766,WhatsApp,Virtus,Financiamento,20,Sim,22/08/2024,Insucesso,Crédito Negado,Morno,28/09/2024
CLI000605,Marcos Gomes,Masculino,41,(11) 98063-3168,OLX,T-Cross,À Vista,,Não,02/08/2024,Insucesso,Crédito Negado,Morno,22/09/2024
CLI000606,João Melo,Masculino,59,(81) 94228-9282,Facebook Ads,Polo,Financiamento,35,Não,30/08/2024,Sucesso,,Morno,09/09/2024
CLI000607,Mariana Nunes Batista,Feminino,58,(24) 96332-9689,WhatsApp,Virtus,À Vista,,Não,08/08/2024,Primeiro Contato,Produto Indisponível,Frio,14/08/2024
CLI000608,Felipe Castro,Masculino,42,(51) 97156-1030,WhatsApp,Nivus,Financiamento,40,Sim,22/08/2024,Interesse Futuro,,Morno,14/10/2024
CLI000609,Lucas Nascimento,Masculino,38,(27) 98262-6573,Site,Saveiro,Financiamento,30,Sim,18/08/2024,Sucesso,,Quente,28/08/2024
CLI000610,Rafael Castro,Masculino,23,(31) 94860-1465,Site,Polo,Financiamento,25,Sim,29/08/2024,Negociação,,Quente,13/09/2024
CLI000611,Leonardo Monteiro,Masculino,46,(62) 99503-7068,Instagram,Saveiro,Financiamento,35,Sim,10/08/2024,Sucesso,,Morno,15/09/2024
CLI000612,Carolina Teixeira Santana,Feminino,51,(71) 94686-0593,Site,Polo,Financiamento,15,Sim,03/08/2024,Agendamento,,Quente,15/08/2024
CLI002256,Caio Rezende Carvalho,Masculino,42,(32) 91109-0182,Loja Física,Tiguan Allspace,Financiamento,35,Sim,31/12/2025,Sucesso,,Quente,31/12/2025
CLI000613,Lucas Barros,Masculino,37,9988-7766,Loja Física,Amarok,Financiamento,30,Sim,19/08/2024,Sucesso,,Quente,26/09/2024
CLI000614,Renata Castro,Feminino,59,(24) 94148-0469,Instagram,T-Cross,Financiamento,20,Não,15/08/2024,Negociação,,Morno,22/08/2024
CLI000615,Júlia Rezende,Feminino,39,(13) 98118-9923,Instagram,Polo,Financiamento,25,Sim,06/08/2024,Negociação,,Quente,16/08/2024
CLI000616,Ana Andrade Gonçalves,Feminino,56,(19) 96154-6918,Google Ads,Virtus,À Vista,,Sim,24/08/2024,Agendamento,,Quente,02/09/2024
CLI000617,Patrícia Castro Freitas,Feminino,60,(32) 91537-7316,Google Ads,Tiguan Allspace,Financiamento,40,Não,20/08/2024,Agendamento,,Frio,27/08/2024
CLI000618,Helena Silva,Feminino,38,(13) 99889-3180,Loja Física,Polo,Financiamento,30,Não,13/08/2024,Primeiro Contato,,Frio,16/08/2024
CLI000619,Vinícius Lopes,Masculino,27,(19) 95267-8685,Instagram,T-Cross,Financiamento,20,Não,19/08/2024,Interesse Futuro,,Quente,30/11/2024
CLI000620,Beatriz Nascimento Martins,Feminino,41,(32) 94963-7188,Facebook Ads,Polo,Financiamento,35,Sim,23/08/2024,Sucesso,,Morno,11/09/2024
CLI000621,Júlia Teixeira,Feminino,37,(81) 97253-1976,WhatsApp,Nivus,Financiamento,10,Sim,21/08/2024,Negociação,,Quente,16/08/2024
CLI000622,Patrícia Castro,Feminino,39,(48) 98549-9178,Site,Polo,Financiamento,40,Não,28/08/2024,Sucesso,,Morno,07/09/2024
CLI000623,Helena Dias Nunes,Feminino,39,(21) 96949-8630,Facebook Ads,Nivus,Financiamento,10,sim,07/08/2024,Insucesso,Financeiro,Morno,01/09/2024
CLI000624,Gabriel Mendes,Masculino,36,(62) 92757-1333,Instagram,Virtus,Financiamento,35,Sim,09/08/2024,Sucesso,,Quente,13/08/2024
CLI000625,Luana Moreira,Feminino,60,(24) 99120-1663,WhatsApp,Polo,Financiamento,20,Sim,31/08/2024,Sucesso,,Quente,09/09/2024
CLI000626,Patrícia Rodrigues,Feminino,55,(21) 9999,Instagram,T-Cross,Financiamento,30,Sim,09/08/2024,Agendamento,,Frio,14/08/2024
CLI000627,Bruno Santos,Masculino,52,(47) 92057-7192,Google Ads,Polo,Financiamento,25,Sim,31/08/2024,Sucesso,,Quente,30/09/2024
CLI000628,André Freitas,Masculino,66,(17) 94585-3858,Instagram,Nivus,Financiamento,30,Sim,13/08/2024,Negociação,,Quente,30/08/2024
CLI000629,Sabrina Cardoso,Feminino,66,(51) 91209-1800,OLX,Saveiro,Financiamento,20,Não,11/08/2024,Sucesso,,Quente,21/08/2024
CLI000630,Diego Rocha Melo,Masculino,37,(15) 98465-7856,Instagram,Nivus,Financiamento,15,Não,15/08/2024,Interesse Futuro,,Morno,29/08/2024
CLI000631,André Rocha Lopes,Masculino,34,(12) 92492-1884,WhatsApp,T-Cross,Financiamento,15,Não,10/08/2024,Agendamento,,Frio,21/08/2024
CLI000632,Laura Gomes,Feminino,54,(11) 95806-3601,Google Ads,Polo,Financiamento,30,Não,29/08/2024,Agendamento,,Morno,08/09/2024
CLI000633,Paulo Batista,Masculino,42,(62) 99953-9385,WhatsApp,Polo,Financiamento,25,Sim,22/08/2024,Sucesso,,Morno,30/09/2024
CLI000634,Renan Moraes Pereira,Masculino,49,(51) 99848-7500,Google Ads,Saveiro,Financiamento,10,Sim,30/08/2024,Insucesso,,Frio,07/10/2024
CLI000635,Henrique Ribeiro,Masculino,55,(62) 93975-8714,WhatsApp,Polo,Financiamento,30,Sim,15/08/2024,Sucesso,,Quente,26/08/2024
CLI000636,Murilo Rezende,Masculino,59,(61) 92427-3058,Instagram,Taos,Financiamento,30,Não,17/08/2024,Interesse Futuro,,Morno,07/11/2024
CLI000637,André Andrade,Masculino,42,(15) 96707-5402,Google Ads,Taos,Financiamento,25,Não,26/08/2024,Agendamento,Produto Indisponível,Quente,31/08/2024
CLI000638,Ana Lima,Feminino,52,(31) 92016-6327,Instagram,T-Cross,À Vista,,Não,03/08/2024,Primeiro Contato,,Frio,07/08/2024
CLI000639,Lucas Santos,Masculino,55,(19) 99220-1186,Loja Física,Nivus,Financiamento,25,Não,24/08/2024,Primeiro Contato,,Frio,26/08/2024
CLI000640,Rafaela Martins Barbosa,Feminino,30,(61) 99870-2356,Instagram,Taos,Financiamento,15,Não,21/08/2024,Sucesso,,Quente,25/08/2024
CLI000641,Marina Alves,Feminino,52,(81) 93631-7041,Google Ads,Virtus,Financiamento,15,Não,27/08/2024,Interesse Futuro,,Morno,16/10/2024
CLI000642,Tatiane Araújo Monteiro,Feminino,37,(48) 91543-6710,Site,Polo,À Vista,,Sim,07/08/2024,Sucesso,,Quente,19/08/2024
CLI000643,Tatiane Oliveira,Feminino,21,(47) 94480-5933,OLX,Virtus,Financiamento,35,Sim,25/08/2024,Sucesso,,Quente,17/08/2024
CLI000644,Vitor Alves,Masculino,51,(16) 99599-9634,Google Ads,Virtus,À Vista,,Sim,14/08/2024,Primeiro Contato,,Frio,15/08/2024
CLI001299,Pedro Nascimento Moraes,Masculino,31,(61) 93448-3407,WhatsApp,T-Cross,Financiamento,20,Sim,15/03/2025,Sucesso,,Quente,29/03/2025
CLI000645,Bruno Andrade,Masculino,41,(19) 96277-3576,Google Ads,Polo,À Vista,,Não,09/08/2024,Primeiro Contato,,Quente,15/08/2024
CLI000646,André Nascimento,Masculino,29,(85) 95040-6610,Instagram,Amarok,Financiamento,50,Não,06/08/2024,Insucesso,Comprou em Outra Concessionária,Morno,27/09/2024
CLI000647,Beatriz Gomes,Feminino,19,(17) 95150-1911,WhatsApp,T-Cross,À Vista,,Sim,25/08/2024,Primeiro Contato,,Frio,30/08/2024
CLI000648,Renan Soares,Masculino,26,(51) 91547-0756,OLX,Virtus,Financiamento,20,Não,15/08/2024,Negociação,,Quente,26/08/2024
CLI000649,Larissa Almeida,Feminino,61,(11) 93316-4300,Instagram,Polo,Financiamento,20,Não,11/08/2024,Sucesso,,Quente,03/09/2024
CLI000650,Carlos Batista,Masculino,50,(71) 92066-3334,Instagram,Saveiro,À Vista,,Não,02/08/2024,Insucesso,Comprou em Outra Concessionária,Frio,21/09/2024
CLI000651,Mateus Batista,Masculino,59,(11) 93479-2156,WhatsApp,T-Cross,Financiamento,25,Não,22/08/2024,Primeiro Contato,,Morno,27/08/2024
CLI000652,Rafael Gonçalves Costa,Masculino,49,(16) 96586-6847,Site,Polo,À Vista,,Não,17/08/2024,Primeiro Contato,,Frio,21/08/2024
CLI001849,Rafaela Gonçalves,Feminino,46,(17) 92636-1411,Instagram,Amarok,À Vista,,Sim,05/08/2024,Sucesso,,Quente,15/09/2024
CLI000654,Samuel Gonçalves,Masculino,32,(16) 97391-1623,OLX,Amarok,Financiamento,25,Não,10/08/2024,Agendamento,,Morno,18/08/2024
CLI000655,Leonardo Rezende,Masculino,72,(51) 96345-3085,Google Ads,T-Cross,Financiamento,15,Não,08/29/2024,Interesse Futuro,,Frio,05/11/2024
CLI000656,Paulo Teixeira,Masculino,34,(11) 93406-3693,Google Ads,Saveiro,À Vista,,Sim,27/08/2024,Sucesso,,Quente,06/10/2024
CLI000657,Bruna Rocha Nunes,Feminino,68,(61) 95585-2701,Site,Polo,À Vista,,Sim,19/08/2024,insucesso,Financeiro,Frio,05/09/2024
CLI000658,Sabrina Dias,Feminino,31,(27) 93073-5193,Loja Física,Polo,Financiamento,25,Não,11/08/2024,primeiro contato,,Morno,13/08/2024
CLI000659,Thiago Santos,Masculino,42,(61) 92558-0172,Loja Física,Amarok,Financiamento,25,Sim,23/08/2024,Sucesso,,Quente,31/08/2024
CLI000660,Letícia Freitas Araújo,Feminino,34,(11) 96075-2312,Indicação,Nivus,Financiamento,15,Não,13/08/2024,Primeiro Contato,,Quente,20/08/2024
CLI000661,Sabrina Costa Pereira,Feminino,46,(12) 92167-7163,Google Ads,T-Cross,Financiamento,35,Não,29/08/2024,Primeiro Contato,,Frio,02/09/2024
CLI000662,Marcelo Lopes,Masculino,28,(81) 93714-4538,WhatsApp,Saveiro,Financiamento,30,Não,30/08/2024,Insucesso,Financeiro,Frio,14/10/2024
CLI000663,Larissa Batista,Feminino,31,(81) 95964-1212,Loja Física,Tiguan Allspace,Financiamento,20,Sim,15/08/2024,Agendamento,,Quente,30/08/2024
CLI000664,Murilo Carvalho,Masculino,36,(48) 93343-0117,Instagram,Virtus,À Vista,,Sim,17/08/2024,Sucesso,,Morno,22/09/2024
CLI000665,Luana Silva,Feminino,47,(11) 91508-9917,WhatsApp,Nivus,Financiamento,30,1,16/08/2024,Sucesso,,Quente,13/09/2024
